"Customer ID","Purchase Date","Product Category","Product Price",Quantity,"Total Purchase Amount","Payment Method","Customer Age",Returns,"Customer Name",Age,Gender,Churn,"Total Amount",Stage_ProductInterest,Stage_Intent,Stage_Purchase,Stage_Return,Stage_Churn
13389,25-08-2023,Books,408,1,3926,"Credit Card",51,0,"Monica Ramos",51,Male,0,408,1,1,1,0,0
13389,30-09-2021,Books,296,3,4554,Cash,51,1,"Monica Ramos",51,Male,0,888,1,1,1,1,0
13389,10-02-2023,Clothing,312,2,4477,PayPal,51,1,"Monica Ramos",51,Male,0,624,1,1,1,1,0
13389,02-11-2020,Books,68,4,948,PayPal,51,1,"Monica Ramos",51,Male,0,272,1,1,1,1,0
13389,14-07-2022,Electronics,222,2,1731,Cash,51,0,"Monica Ramos",51,Male,0,444,1,1,1,0,0
13389,31-07-2020,Clothing,436,3,5025,PayPal,51,1,"Monica Ramos",51,Male,0,1308,1,1,1,1,0
13389,02-06-2023,Books,40,2,2341,"Credit Card",51,1,"Monica Ramos",51,Male,0,80,1,1,1,1,0
13389,17-04-2023,Home,495,4,1176,"Credit Card",51,0,"Monica Ramos",51,Male,0,1980,1,1,1,0,0
13389,01-10-2022,Home,165,2,1664,Cash,51,0,"Monica Ramos",51,Male,0,330,1,1,1,0,0
24473,10-01-2021,Clothing,59,3,1147,"Credit Card",38,0,"Nicole Lewis",38,Female,0,177,1,1,1,0,0
24473,29-05-2020,Electronics,474,3,4609,PayPal,38,0,"Nicole Lewis",38,Female,0,1422,1,1,1,0,0
24473,06-09-2021,Books,462,1,4042,"Credit Card",38,1,"Nicole Lewis",38,Female,0,462,1,1,1,1,0
24473,22-05-2023,Home,436,3,1755,PayPal,38,1,"Nicole Lewis",38,Female,0,1308,1,1,1,1,0
24473,28-10-2021,Clothing,128,4,1132,"Credit Card",38,1,"Nicole Lewis",38,Female,0,512,1,1,1,1,0
11230,11-12-2020,Home,219,2,2628,"Credit Card",23,0,"Rebecca Boyer",23,Male,0,438,1,1,1,0,0
11230,21-04-2021,Electronics,296,5,2232,PayPal,23,1,"Rebecca Boyer",23,Male,0,1480,1,1,1,1,0
11230,29-04-2020,Clothing,164,2,4402,"Credit Card",23,0,"Rebecca Boyer",23,Male,0,328,1,1,1,0,0
11230,19-03-2021,Books,17,4,3658,Cash,23,0,"Rebecca Boyer",23,Male,0,68,1,1,1,0,0
11230,22-11-2021,Home,387,2,4071,"Credit Card",23,1,"Rebecca Boyer",23,Male,0,774,1,1,1,1,0
11230,08-07-2023,Clothing,37,3,579,Cash,23,0,"Rebecca Boyer",23,Male,0,111,1,1,1,0,0
24741,23-07-2022,Home,369,1,3026,PayPal,50,1,"Steven Mcmillan",50,Female,0,369,1,1,1,1,0
24741,05-06-2022,Electronics,87,4,688,Cash,50,1,"Steven Mcmillan",50,Female,0,348,1,1,1,1,0
24741,08-10-2022,Electronics,230,3,2080,PayPal,50,0,"Steven Mcmillan",50,Female,0,690,1,1,1,0,0
24741,12-12-2021,Home,193,4,3730,"Credit Card",50,0,"Steven Mcmillan",50,Female,0,772,1,1,1,0,0
24741,31-07-2020,Books,149,2,1377,Cash,50,0,"Steven Mcmillan",50,Female,0,298,1,1,1,0,0
24741,21-06-2020,Books,385,4,5083,Cash,50,0,"Steven Mcmillan",50,Female,0,1540,1,1,1,0,0
10191,19-02-2022,Electronics,229,5,3553,PayPal,66,1,"Walter Griffin",66,Male,0,1145,1,1,1,1,0
10191,08-02-2021,Home,205,1,2333,"Credit Card",66,1,"Walter Griffin",66,Male,0,205,1,1,1,1,0
10191,18-02-2023,Home,485,5,1050,PayPal,66,0,"Walter Griffin",66,Male,0,2425,1,1,1,0,0
10191,07-12-2021,Books,498,4,705,Cash,66,0,"Walter Griffin",66,Male,0,1992,1,1,1,0,0
10191,01-05-2021,Home,334,3,2542,Cash,66,0,"Walter Griffin",66,Male,0,1002,1,1,1,0,0
10191,20-12-2021,Electronics,118,2,2304,"Credit Card",66,1,"Walter Griffin",66,Male,0,236,1,1,1,1,0
10191,15-07-2020,Books,285,3,5091,"Credit Card",66,0,"Walter Griffin",66,Male,0,855,1,1,1,0,0
10191,01-06-2021,Electronics,76,1,3306,"Credit Card",66,1,"Walter Griffin",66,Male,0,76,1,1,1,1,0
10191,31-08-2021,Electronics,157,1,4382,"Credit Card",66,0,"Walter Griffin",66,Male,0,157,1,1,1,0,0
10191,26-06-2020,Books,202,5,3290,"Credit Card",66,1,"Walter Griffin",66,Male,0,1010,1,1,1,1,0
10191,12-09-2022,Books,291,3,4776,PayPal,66,0,"Walter Griffin",66,Male,0,873,1,1,1,0,0
6829,04-02-2020,Home,161,3,4323,Cash,43,0,"Chelsea Williams",43,Male,0,483,1,1,1,0,0
6829,24-06-2020,Home,418,1,3785,"Credit Card",43,0,"Chelsea Williams",43,Male,0,418,1,1,1,0,0
6829,01-08-2020,Books,151,3,980,"Credit Card",43,1,"Chelsea Williams",43,Male,0,453,1,1,1,1,0
6829,15-09-2020,Home,127,3,3219,PayPal,43,1,"Chelsea Williams",43,Male,0,381,1,1,1,1,0
16825,21-07-2020,Clothing,489,1,3184,"Credit Card",37,0,"Melissa Cabrera",37,Male,1,489,1,1,1,0,0
16825,14-11-2022,Clothing,420,2,969,Cash,37,1,"Melissa Cabrera",37,Male,1,840,1,1,1,1,0
16825,19-04-2021,Books,395,3,3487,Cash,37,1,"Melissa Cabrera",37,Male,1,1185,1,1,1,1,0
16825,18-03-2023,Books,227,2,3400,Cash,37,0,"Melissa Cabrera",37,Male,1,454,1,1,1,0,0
16825,16-08-2021,Clothing,166,4,1379,PayPal,37,0,"Melissa Cabrera",37,Male,1,664,1,1,1,0,0
18467,18-08-2022,Clothing,115,5,1589,"Credit Card",23,0,"Terri Carter",23,Male,0,575,1,1,1,0,0
18467,15-12-2020,Home,63,2,4519,PayPal,23,0,"Terri Carter",23,Male,0,126,1,1,1,0,0
18467,28-02-2023,Clothing,50,1,551,PayPal,23,1,"Terri Carter",23,Male,0,50,1,1,1,1,0
18467,10-12-2020,Clothing,459,5,1735,PayPal,23,1,"Terri Carter",23,Male,0,2295,1,1,1,1,0
18467,30-03-2022,Home,192,5,1109,PayPal,23,0,"Terri Carter",23,Male,0,960,1,1,1,0,0
18467,06-04-2021,Books,219,4,3977,PayPal,23,1,"Terri Carter",23,Male,0,876,1,1,1,1,0
18467,09-05-2023,Electronics,92,4,3660,PayPal,23,0,"Terri Carter",23,Male,0,368,1,1,1,0,0
18467,03-01-2020,Books,197,5,3178,"Credit Card",23,0,"Terri Carter",23,Male,0,985,1,1,1,0,0
18467,30-06-2022,Home,451,2,1834,PayPal,23,0,"Terri Carter",23,Male,0,902,1,1,1,0,0
34857,10-01-2021,Books,120,3,5279,"Credit Card",57,0,"Alexander Morse",57,Male,1,360,1,1,1,0,0
34857,13-06-2021,Home,104,2,3319,"Credit Card",57,0,"Alexander Morse",57,Male,1,208,1,1,1,0,0
34857,03-09-2021,Books,252,4,1038,Cash,57,0,"Alexander Morse",57,Male,1,1008,1,1,1,0,0
34857,06-02-2023,Electronics,284,4,402,PayPal,57,0,"Alexander Morse",57,Male,1,1136,1,1,1,0,0
34857,14-06-2023,Books,60,2,1383,"Credit Card",57,1,"Alexander Morse",57,Male,1,120,1,1,1,1,0
34857,28-10-2021,Electronics,147,4,992,"Credit Card",57,0,"Alexander Morse",57,Male,1,588,1,1,1,0,0
34857,23-01-2021,Clothing,261,2,2408,"Credit Card",57,0,"Alexander Morse",57,Male,1,522,1,1,1,0,0
34857,26-08-2021,Books,137,2,2428,Cash,57,0,"Alexander Morse",57,Male,1,274,1,1,1,0,0
21801,04-09-2022,Electronics,179,3,676,"Credit Card",19,1,"Anne Leblanc",19,Female,0,537,1,1,1,1,0
21801,05-08-2022,Electronics,266,1,1337,Cash,19,0,"Anne Leblanc",19,Female,0,266,1,1,1,0,0
21801,01-06-2021,Electronics,228,4,3988,PayPal,19,0,"Anne Leblanc",19,Female,0,912,1,1,1,0,0
21801,30-03-2021,Clothing,290,5,246,Cash,19,0,"Anne Leblanc",19,Female,0,1450,1,1,1,0,0
11769,01-04-2023,Clothing,231,4,1054,"Credit Card",65,0,"John Jones",65,Male,0,924,1,1,1,0,0
11769,23-11-2021,Clothing,51,4,2187,"Credit Card",65,0,"John Jones",65,Male,0,204,1,1,1,0,0
22193,15-01-2022,Electronics,387,5,3920,Cash,27,0,"Kyle Smith",27,Male,0,1935,1,1,1,0,0
22193,03-07-2021,Home,116,1,1422,Cash,27,0,"Kyle Smith",27,Male,0,116,1,1,1,0,0
22193,11-01-2023,Clothing,210,4,3215,"Credit Card",27,0,"Kyle Smith",27,Male,0,840,1,1,1,0,0
22193,10-05-2020,Electronics,94,4,3764,PayPal,27,1,"Kyle Smith",27,Male,0,376,1,1,1,1,0
22193,02-04-2021,Electronics,224,4,2130,Cash,27,0,"Kyle Smith",27,Male,0,896,1,1,1,0,0
7340,04-07-2023,Books,496,3,4224,"Credit Card",35,0,"Kim Mcdonald",35,Male,1,1488,1,1,1,0,0
7340,13-11-2020,Home,121,4,1812,PayPal,35,0,"Kim Mcdonald",35,Male,1,484,1,1,1,0,0
7340,11-02-2021,Clothing,214,4,407,"Credit Card",35,0,"Kim Mcdonald",35,Male,1,856,1,1,1,0,0
7340,17-12-2021,Electronics,352,5,4912,Cash,35,0,"Kim Mcdonald",35,Male,1,1760,1,1,1,0,0
7340,01-06-2022,Electronics,346,3,2165,"Credit Card",35,1,"Kim Mcdonald",35,Male,1,1038,1,1,1,1,0
7340,04-12-2022,Home,255,1,306,PayPal,35,0,"Kim Mcdonald",35,Male,1,255,1,1,1,0,0
31538,19-01-2023,Home,341,4,4847,Cash,37,0,"Joshua Maynard",37,Male,0,1364,1,1,1,0,0
31538,28-09-2020,Electronics,255,1,3160,Cash,37,1,"Joshua Maynard",37,Male,0,255,1,1,1,1,0
31538,01-06-2020,Clothing,499,4,4477,Cash,37,1,"Joshua Maynard",37,Male,0,1996,1,1,1,1,0
31538,18-04-2023,Books,180,2,4994,Cash,37,1,"Joshua Maynard",37,Male,0,360,1,1,1,1,0
31538,07-07-2020,Home,233,3,3362,PayPal,37,0,"Joshua Maynard",37,Male,0,699,1,1,1,0,0
31538,17-02-2023,Home,491,4,1475,PayPal,37,0,"Joshua Maynard",37,Male,0,1964,1,1,1,0,0
31538,21-05-2022,Books,224,4,3440,PayPal,37,0,"Joshua Maynard",37,Male,0,896,1,1,1,0,0
33511,07-06-2023,Books,333,5,4456,"Credit Card",56,1,"Kathleen Brown",56,Male,1,1665,1,1,1,1,0
33511,25-12-2021,Electronics,144,1,3877,Cash,56,0,"Kathleen Brown",56,Male,1,144,1,1,1,0,0
33511,22-01-2020,Books,139,2,744,"Credit Card",56,0,"Kathleen Brown",56,Male,1,278,1,1,1,0,0
33511,04-08-2022,Clothing,28,1,3579,"Credit Card",56,1,"Kathleen Brown",56,Male,1,28,1,1,1,1,0
33511,27-02-2022,Electronics,467,4,3142,Cash,56,0,"Kathleen Brown",56,Male,1,1868,1,1,1,0,0
33511,18-01-2021,Electronics,229,3,4086,PayPal,56,1,"Kathleen Brown",56,Male,1,687,1,1,1,1,0
33511,13-07-2023,Books,66,3,2273,"Credit Card",56,0,"Kathleen Brown",56,Male,1,198,1,1,1,0,0
5952,07-11-2022,Home,107,3,1192,"Credit Card",55,1,"Elizabeth Ingram",55,Male,0,321,1,1,1,1,0
5952,07-02-2023,Electronics,75,2,1947,PayPal,55,0,"Elizabeth Ingram",55,Male,0,150,1,1,1,0,0
5952,08-09-2022,Electronics,220,4,2840,Cash,55,0,"Elizabeth Ingram",55,Male,0,880,1,1,1,0,0
5952,02-10-2020,Electronics,19,2,1354,PayPal,55,0,"Elizabeth Ingram",55,Male,0,38,1,1,1,0,0
5952,11-03-2021,Home,219,2,4129,"Credit Card",55,1,"Elizabeth Ingram",55,Male,0,438,1,1,1,1,0
48449,17-01-2022,Home,218,1,2725,Cash,31,0,"Mrs. Stacy Brown DDS",31,Male,0,218,1,1,1,0,0
48449,01-08-2022,Clothing,71,5,4657,PayPal,31,0,"Mrs. Stacy Brown DDS",31,Male,0,355,1,1,1,0,0
48449,22-01-2020,Clothing,57,2,3574,"Credit Card",31,1,"Mrs. Stacy Brown DDS",31,Male,0,114,1,1,1,1,0
48449,18-10-2020,Clothing,278,4,4938,Cash,31,1,"Mrs. Stacy Brown DDS",31,Male,0,1112,1,1,1,1,0
48449,17-06-2020,Electronics,127,1,958,Cash,31,1,"Mrs. Stacy Brown DDS",31,Male,0,127,1,1,1,1,0
48449,22-04-2021,Electronics,91,3,1899,"Credit Card",31,1,"Mrs. Stacy Brown DDS",31,Male,0,273,1,1,1,1,0
17203,21-01-2023,Electronics,259,3,3809,"Credit Card",62,0,"James Roberson",62,Male,0,777,1,1,1,0,0
17203,27-09-2021,Clothing,495,4,3057,Cash,62,1,"James Roberson",62,Male,0,1980,1,1,1,1,0
17203,03-07-2022,Home,160,4,5300,Cash,62,0,"James Roberson",62,Male,0,640,1,1,1,0,0
17203,10-05-2022,Books,83,2,1952,"Credit Card",62,0,"James Roberson",62,Male,0,166,1,1,1,0,0
17203,13-06-2023,Home,445,1,3218,PayPal,62,1,"James Roberson",62,Male,0,445,1,1,1,1,0
17203,10-08-2023,Clothing,400,4,4683,PayPal,62,0,"James Roberson",62,Male,0,1600,1,1,1,0,0
2695,02-08-2022,Home,78,2,4036,PayPal,45,0,"Andrea Ross",45,Female,0,156,1,1,1,0,0
2695,19-12-2020,Books,220,5,3629,PayPal,45,0,"Andrea Ross",45,Female,0,1100,1,1,1,0,0
2695,28-03-2022,Books,88,4,3438,PayPal,45,1,"Andrea Ross",45,Female,0,352,1,1,1,1,0
2695,15-09-2021,Books,398,4,1999,Cash,45,1,"Andrea Ross",45,Female,0,1592,1,1,1,1,0
2695,29-03-2022,Clothing,232,4,2444,"Credit Card",45,1,"Andrea Ross",45,Female,0,928,1,1,1,1,0
2695,15-04-2021,Home,306,5,650,Cash,45,0,"Andrea Ross",45,Female,0,1530,1,1,1,0,0
2695,02-09-2020,Books,336,5,3190,"Credit Card",45,0,"Andrea Ross",45,Female,0,1680,1,1,1,0,0
2695,17-08-2023,Electronics,294,3,953,PayPal,45,1,"Andrea Ross",45,Female,0,882,1,1,1,1,0
15079,04-07-2021,Home,281,1,4685,Cash,24,0,"Christine Stanton",24,Male,0,281,1,1,1,0,0
15079,18-11-2020,Electronics,413,4,3445,Cash,24,1,"Christine Stanton",24,Male,0,1652,1,1,1,1,0
15079,13-09-2023,Electronics,121,5,3209,PayPal,24,0,"Christine Stanton",24,Male,0,605,1,1,1,0,0
15079,03-12-2022,Electronics,490,2,2103,"Credit Card",24,0,"Christine Stanton",24,Male,0,980,1,1,1,0,0
15079,08-07-2020,Home,140,4,2618,"Credit Card",24,1,"Christine Stanton",24,Male,0,560,1,1,1,1,0
15079,22-04-2020,Books,179,4,5051,Cash,24,1,"Christine Stanton",24,Male,0,716,1,1,1,1,0
15079,23-01-2021,Books,256,1,2322,"Credit Card",24,0,"Christine Stanton",24,Male,0,256,1,1,1,0,0
21450,02-11-2021,Books,269,4,2370,PayPal,39,0,"Christopher Barber",39,Female,1,1076,1,1,1,0,0
21450,16-12-2020,Books,498,1,5132,"Credit Card",39,1,"Christopher Barber",39,Female,1,498,1,1,1,1,0
21450,16-11-2022,Electronics,174,2,663,"Credit Card",39,0,"Christopher Barber",39,Female,1,348,1,1,1,0,0
21450,20-01-2021,Books,470,1,4846,PayPal,39,1,"Christopher Barber",39,Female,1,470,1,1,1,1,0
21450,06-10-2021,Books,72,4,4038,"Credit Card",39,1,"Christopher Barber",39,Female,1,288,1,1,1,1,0
21450,02-06-2022,Home,267,5,4134,Cash,39,0,"Christopher Barber",39,Female,1,1335,1,1,1,0,0
21450,14-06-2023,Home,115,4,1310,"Credit Card",39,0,"Christopher Barber",39,Female,1,460,1,1,1,0,0
11738,02-10-2021,Home,73,2,4855,PayPal,64,0,"Cynthia Taylor",64,Male,0,146,1,1,1,0,0
11738,23-10-2021,Clothing,208,4,2119,Cash,64,0,"Cynthia Taylor",64,Male,0,832,1,1,1,0,0
11738,06-09-2023,Books,131,4,412,"Credit Card",64,1,"Cynthia Taylor",64,Male,0,524,1,1,1,1,0
11738,01-09-2023,Clothing,102,1,3927,PayPal,64,1,"Cynthia Taylor",64,Male,0,102,1,1,1,1,0
15595,06-10-2020,Books,166,3,4845,Cash,40,0,"Stephen Hughes",40,Male,0,498,1,1,1,0,0
15595,24-06-2021,Electronics,301,3,2816,"Credit Card",40,1,"Stephen Hughes",40,Male,0,903,1,1,1,1,0
